45.73689254,68.21028425,0.672714587,44.8,2.212692729,-7.851491436
41.26029667,68.22941143,0.5081982,49,2.13001865,-5.565283706
39.57607655,85.0120093,0.715613683,61.5,2.34780991,-5.549332315
47.39952105,63.9450362,0.5504336,93.25,2.16145984,-5.76837621
50.36360339,21.33998143,0.251628452,138.5,1.913489895,-5.09145587
41.86950963,76.84660289,0.680123304,133.2,2.393622106,-5.542306867
32.88401109,72.5201462,0.58782199,117,2.321824895,-5.495585075
49.2251444,35.4706081,0.350307358,104.5,1.90928488,-4.80611775
85.00038,5.88698329,0,92,1.5632944,-4.561915572
85.00038,0,0,78.5,1.47923495,-4.78742079
85.00038,0,0,77.75,0.962304946,-5.43993313
85.00038,0,0,68.33333333,1.155864937,-4.43226576
85.00038,0,0,198.7142857,1.286814917,-5.64638765
85.00038,0,0,299.8,1.631114935,-4.886950815
85.00038,0,0,324.5,1.93248986,-4.757629505
50.95558871,34.767432,0.350824085,312,2.147539835,-5.219635065
38.37019983,121.1285762,1.043388359,291.4285714,3.258133172,-6.631902706
2.708013544,1166.57892,10.43272619,261.75,6.06583978,474.565555
-1.008620265,1237.15997,11.1255031,246,5.952219795,589.8938125
-0.627218497,1046.69464,9.3922677,232.5,5.084324795,298.9804645
-1.0540783,1171.7352,10.50318275,244,6.069694563,525.0283826
-1.149718357,1317.921156,11.8285225,249,6.742414805,672.40083
-0.809262893,1164.644725,10.45404137,252,5.567255987,446.69064
-1.073564251,1124.29047,10.0828599,262,5.5017698,420.4652095
-0.70571593,1065.458433,9.544806556,255.5,4.848699794,303.3349817
-0.684249356,1072.41832,9.6214709,265,5.14818983,329.956512
-0.996142084,1209.46708,10.84719915,271,5.53362474,528.480127
-0.859813948,1063.36493,9.5160304,280,4.932259865,332.4386185
9.433097215,934.810465,8.38331195,283,3.179744845,50.39826799
26.27246917,364.2119056,3.278835407,316.5,3.504160956,35.61970823
-1.044092294,1195.01894,10.70536225,330.5,5.923244845,511.648282
-1.10594436,1282.85348,11.4964339,335,6.624969895,642.7514415
-1.1258237,1391.19682,12.4675294,347,6.945137795,807.1178315
-1.083469967,1441.12798,12.9184635,178.5,7.163526032,930.190184
-1.173081092,1267.44545,11.3554059,352.5,6.376594785,611.4552145
-1.176195775,1419.07518,12.73230245,350,7.433069695,875.200004
-1.183318018,1517.46961,13.61383425,351,7.75500461,1094.01972
-1.042625259,1582.18277,14.20078905,349.5,8.20273464,1215.06897
5.852214083,1749.7465,15.6847175,352.5,9.29105955,1692.61305
5.188344078,1754.580844,15.72859261,351,9.730988222,1721.009933
3.506374045,1755.78197,15.74017285,354,9.38479928,1720.38625
4.030028842,1757.58977,15.75857555,0,9.232239075,1721.05291
5.686488615,1752.51649,15.70117395,357,9.655334325,1720.3137
6.405359694,1748.699478,15.66879211,357,9.92045475,1717.022522
3.51950828,1752.36921,15.71326855,357,8.93204956,1713.3813
2.033499709,1752.73935,15.7074447,6,9.10002429,1711.13471
1.779479305,1762.06801,15.8160814,178.5,8.788999465,1708.1508
3.406228656,1757.108522,15.75065872,357,8.738454772,1718.229628
2.231560685,1760.79368,15.7973048,357,8.569094485,1718.12004
1.961482345,1755.61335,15.7397989,348,8.945079475,1717.351495
4.083799632,1748.50605,15.6628446,345,9.31051445,1721.57225
7.013770744,1756.678356,15.74154967,345,10.50973256,1719.313283
7.87303791,1752.1449,15.7034035,341.5,11.02928438,1728.41781
8.03346715,1752.3844,15.7227871,342,10.44159919,1724.155785
7.849604745,1746.76141,15.6674491,346.5,10.53081425,1720.317875
6.66839441,1748.27799,15.6833038,352.5,10.20524945,1721.315305
