36,1013,24,8
43,1014,21,8
49,1014,19,8
49,1014,18,7
52,1014,17,7
55,1014,17,8
63,1014,15,8
59,1014,15,7
59,1014,15,7
59,1014,15,7
63,1014,14,7
63,1014,14,7
67,1014,13,7
63,1015,14,7
63,1015,15,8
49,1017,20,9
33,1016,23,6
32,1015,25,7
28,1014,25,5
28,1014,25,5
34,1013,24,7
38,1013,21,6
56,1014,18,9
59,1014,17,9
63,1014,16,9
59,1014,16,8
63,1014,15,8
63,1014,15,8
67,1014,14,8
72,1014,13,8
77,1014,12,8
77,1015,13,9
63,1016,15,8
38,1016,21,6
33,1015,23,6
22,1013,25,2
21,1013,24,0
21,1013,24,0
23,1013,23,1
33,1013,20,3
45,1014,17,5
51,1014,15,5
42,1015,17,4
45,1015,17,5
58,1015,13,5
55,1015,14,5
55,1015,14,5
62,1015,12,5
58,1015,12,4
66,1015,10,4
16,1014,23,-4
36,1015,16,1
39,1015,15,1
51,1016,12,2
51,1016,12,2
62,1015,10,3
62,1015,10,3
62,1015,10,3
71,1015,9,4
66,1016,9,3
62,1016,9,2
66,1017,10,4
54,1018,12,3
45,1018,15,3
37,1018,19,4
28,1017,21,2
27,1017,21,1
22,1016,22,-1
22,1015,22,-1
22,1015,22,-1
42,1015,16,3
48,1016,14,3
51,1016,14,4
54,1016,13,4
54,1016,12,3
58,1016,11,3
58,1015,11,3
66,1016,10,4
71,1016,9,4
62,1016,10,3
71,1016,9,4
58,1017,10,2
58,1017,11,3
54,1018,12,3
45,1019,15,3
37,1018,18,3
33,1017,20,3
31,1016,21,3
27,1015,22,2
28,1015,21,2
40,1015,18,4
48,1016,15,4
55,1016,14,5
58,1016,13,5
58,1016,13,5
67,1016,11,5
58,1016,13,5
67,1016,11,5
67,1016,11,5
67,1016,11,5
76,1016,9,5
82,1015,9,6
76,1016,9,5
55,1017,14,5
48,1017,17,6
43,1016,19,6
35,1015,21,5
31,1014,22,4
23,1014,23,1
23,1014,23,1
28,1014,21,2
39,1014,17,3
45,1014,16,4
48,1015,15,4
58,1015,13,5
51,1015,14,4
58,1016,13,5
58,1015,12,4
58,1015,12,4
66,1015,10,4
58,1015,11,3
66,1015,9,3
66,1015,10,4
71,1016,9,4
51,1018,15,5
55,1019,15,6
49,1019,19,8
43,1018,21,8
41,1016,22,8
41,1016,23,9
38,1016,22,7
52,1016,20,10
59,1016,18,10
63,1016,16,9
59,1017,16,8
63,1017,15,8
67,1017,14,8
67,1017,14,8
72,1017,13,8
77,1016,12,8
77,1016,12,8
82,1016,11,8
82,1016,11,8
72,1016,13,8
67,1017,14,8
67,1018,14,8
67,1019,15,9
52,1018,18,8
43,1018,21,8
43,1017,22,9
31,1016,23,5
27,1015,24,4
27,1015,24,4
29,1014,23,4
52,1014,16,6
55,1014,15,6
55,1015,15,6
59,1015,14,6
59,1015,14,6
67,1015,13,7
72,1014,12,7
76,1014,10,6
76,1014,10,6
72,1016,13,8
59,1017,15,7
59,1018,16,8
46,1017,19,7
46,1016,19,7
38,1015,21,6
35,1014,21,5
38,1014,21,6
40,1014,20,6
43,1014,19,6
59,1014,16,8
67,1015,14,8
63,1016,14,7
63,1016,14,7
67,1016,13,7
59,1016,14,6
67,1016,13,7
71,1016,10,5
71,1016,10,5
76,1016,10,6
76,1017,10,6
71,1018,11,6
67,1019,12,6
51,1019,15,5
39,1019,17,3
35,1019,20,4
31,1018,21,3
27,1016,22,2
27,1016,22,2
31,1016,21,3
40,1017,18,4
48,1017,16,5
48,1018,15,4
58,1019,13,5
48,1019,14,3
54,1019,12,3
58,1019,12,4
54,1019,12,3
58,1018,11,3
62,1019,9,2
76,1019,8,4
76,1019,8,4
71,1019,8,3
76,1020,7,3
62,1021,10,3
48,1022,14,3
39,1022,16,2
30,1022,18,0
23,1021,20,-2
21,1020,20,-3
20,19,21,-3
26,1019,19,-1
39,1019,15,1
41,1020,14,1
47,1020,12,1
47,1020,12,1
54,1021,10,1
58,1021,9,1
58,1020,9,1
62,1020,8,1
57,1020,8,0
61,1019,7,0
53,1019,7,-2
70,1020,5,0
70,1020,5,0
66,1021,6,0
53,1021,8,-1
38,1022,12,-2
29,1022,15,-3
22,1020,17,-5
17,1019,19,-7
17,1018,19,-7
28,1018,19,0
17,1018,19,-7
20,1017,17,-6
25,1017,16,-4
35,1017,12,-3
41,1017,11,-2
47,1017,10,-1
46,1017,9,-2
57,1018,7,-1
57,1017,7,-1
53,1017,7,-2
61,1017,5,-2
61,1017,5,-2
61,1017,5,-2
57,1017,5,-3
65,1018,4,-2
57,1018,6,-2
46,1019,9,-2
25,1019,13,-7
23,1019,16,-5
19,1018,18,-6
19,1017,18,-6
19,1016,19,-5
18,1016,20,-5
19,1016,19,-5
21,1016,18,-5
29,1016,15,-3
47,1017,10,-1
58,1017,9,1
50,1018,9,-1
53,1018,7,-2
53,1017,8,-1
57,1017,7,-1
57,1016,7,-1
57,1016,6,-2
70,1016,5,0
65,1016,4,-2
61,1017,4,-3
57,1018,5,-3
49,1019,7,-3
38,1019,12,-2
33,1019,14,-2
26,1019,17,-3
21,1018,19,-4
40,1017,20,6
15,1016,21,-7
18,1016,18,-7
22,1016,17,-5
31,1017,13,-4
38,1017,12,-2
47,1017,10,-1
50,1017,9,-1
53,1018,8,-1
53,1017,8,-1
53,1017,8,-1
61,1017,6,-1
57,1017,6,-2
61,1017,5,-2
57,1018,5,-3
57,1019,5,-3
53,1019,6,-3
23,1017,20,-2
21,1016,21,-2
20,1016,21,-3
34,1016,16,0
44,1016,13,1
47,1017,12,1
50,1017,11,1
54,1017,10,1
58,1017,9,1
62,1017,8,1
71,1017,7,2
34,1017,17,1
66,1017,7,1
70,1017,6,1
70,1018,6,1
66,1018,6,0
70,1019,6,1
54,1020,9,0
41,1020,13,0
28,1019,18,-1
23,1018,20,-2
21,1016,21,-2
39,1017,15,1
41,1017,14,1
38,1013,13,-1
50,1018,11,1
54,1018,10,1
62,1017,8,1
66,1017,7,1
66,1017,7,1
66,1017,6,0
87,1018,6,4
66,1019,8,2
54,1020,10,1
51,1020,12,2
42,1020,16,3
39,1019,17,3
35,1018,19,3
30,1017,20,2
27,1017,21,1
27,1016,21,1
32,1016,19,2
39,1016,16,2
48,1016,14,3
58,1017,12,4
54,1017,12,3
62,1017,10,3
71,1017,9,4
76,1017,7,3
81,1016,7,4
81,1017,7,4
81,1017,7,4
71,1017,8,3
62,1018,9,2
51,1018,12,2
45,1018,15,3
32,1016,19,2
30,1015,20,2
28,1014,21,2
28,1014,21,2
35,1014,19,3
45,1014,16,4
51,1014,14,4
54,1014,13,4
66,1015,10,4
62,1015,10,3
66,1014,8,2
71,1014,8,3
71,1014,7,2
66,1014,7,1
57,1014,7,-1
66,1014,6,0
76,1014,5,1
70,1015,6,1
58,1016,9,1
39,1016,16,2
25,1013,21,0
27,1012,21,1
35,1012,19,3
42,1012,16,3
45,1013,15,3
48,1014,14,3
54,1014,12,3
54,1014,12,3
51,1014,12,2
51,1014,12,2
62,1014,9,2
66,1014,8,2
66,1015,8,2
61,1015,7,0
50,1016,10,0
44,1017,12,0
34,1017,17,1
30,1017,20,2
23,1016,21,-1
20,1015,22,-2
20,1015,23,-1
23,1014,22,0
27,1014,21,1
48,1015,15,4
48,1016,15,4
51,1017,13,3
44,1017,14,2
47,1017,13,2
44,1018,13,1
54,1018,11,2
47,1017,12,1
44,1018,12,0
66,1018,10,4
76,1018,8,4
81,1018,8,5
76,1019,9,5
62,1020,11,4
45,1020,17,5
33,1021,21,4
35,1020,21,5
27,1019,23,3
25,1019,23,2
25,1018,23,2
20,1017,23,-1
28,1017,21,2
52,1019,17,7
63,1019,14,7
41,1019,13,0
67,1019,12,6
67,1019,12,6
76,1019,9,5
76,1018,9,5
82,1018,9,6
81,1018,8,5
76,1018,9,5
87,1018,8,6
81,1018,8,5
62,1020,11,4
45,1020,17,5
55,1020,14,5
45,1019,17,5
35,1018,19,3
30,1017,20,2
30,1016,20,2
30,1016,20,2
35,1016,19,3
42,1017,16,3
51,1017,14,4
54,1018,13,4
67,1019,11,5
71,1019,10,5
67,1019,11,5
71,1019,10,5
81,1019,8,5
76,1019,9,5
81,1019,8,5
87,1019,7,5
87,1019,7,5
81,1019,7,4
66,1021,9,3
51,1021,15,5
42,1021,18,5
37,1019,19,4
37,1018,19,4
37,1018,20,5
37,1018,20,5
45,1018,18,6
51,1018,15,5
63,1018,14,7
55,1019,14,5
72,1019,12,7
76,1019,10,6
76,1019,10,6
71,1019,10,5
87,1019,8,6
82,1019,9,6
87,1019,8,6
93,1019,7,6
93,1020,7,6
87,1020,8,6
72,1021,13,8
63,1020,16,9
56,1018,19,10
56,1018,19,10
68,1018,17,11
77,1018,15,11
82,1019,14,11
88,1019,13,11
88,1019,13,11
88,1020,13,11
88,1020,13,11
88,1019,12,10
88,1019,12,10
94,1019,10,9
94,1020,10,9
94,1020,10,9
100,1020,10,10
87,1021,10,8
82,1021,13,10
72,1021,15,10
72,1021,15,10
48,1020,17,6
50,1019,22,11
41,1019,23,9
44,1018,23,10
47,1018,23,11
50,1018,22,11
64,1018,19,12
72,1019,17,12
64,1019,18,11
68,1019,17,11
68,1020,17,11
64,1020,18,11
59,1019,18,10
59,1019,16,8
67,1019,15,9
72,1019,14,9
76,1019,9,5
71,1019,8,3
71,1020,7,2
70,1020,6,1
87,1021,5,3
87,1022,9,7
72,1023,12,7
59,1023,15,7
46,1020,19,7
33,1019,20,3
31,1019,21,3
40,1018,20,6
43,1018,19,6
52,1018,17,7
63,1019,14,7
63,1019,14,7
63,1019,13,6
72,1020,13,8
76,1020,11,7
71,1020,11,6
82,1020,9,6
87,1019,9,7
87,1019,9,7
82,1019,9,6
82,1019,9,6
71,1020,10,5
67,1020,11,5
62,1022,11,4
93,1018,8,7
55,1020,15,6
48,1019,17,6
52,1019,18,8
56,1018,18,9
56,1018,18,9
59,1018,17,9
67,1018,15,9
72,1018,14,9
77,1019,13,9
82,1020,11,8
82,1019,11,8
82,1019,11,8
82,1019,10,7
87,1019,9,7
100,1018,8,8
93,1018,8,7
87,1019,9,7
87,1019,10,8
67,1020,13,7
55,1020,16,7
49,1019,18,7
40,1018,20,6
38,1017,21,6
33,1016,22,5
29,1016,22,3
37,1016,20,5
42,1016,18,5
59,1018,14,6
59,1018,14,6
58,1018,13,5
67,1018,13,7
67,1018,13,7
67,1017,13,7
72,1017,12,7
67,1017,11,5
66,1017,10,4
71,1016,10,5
71,1017,10,5
87,1018,10,8
82,1018,11,8
59,1079,16,8
56,1020,18,9
40,1020,21,7
38,1019,22,7
33,1018,23,6
31,1017,22,4
23,1017,22,0
31,1017,21,3
49,1017,18,7
72,1018,15,10
88,1019,13,11
88,1019,13,11
88,1018,13,11
94,1018,12,11
94,1018,12,11
94,1018,11,10
94,1018,12,11
100,1018,11,11
100,1018,10,10
77,1020,16,12
60,1020,19,11
50,1017,23,12
50,1016,23,12
50,1016,23,12
53,1016,22,12
64,1016,19,12
72,1017,17,12
68,1017,18,12
68,1018,17,11
68,1018,17,11
72,1018,16,11
88,1018,15,13
94,1018,13,12
94,1018,13,12
100,1018,12,12
100,1018,11,11
88,1018,11,9
100,1019,10,10
100,1020,11,11
94,1021,12,11
68,1021,16,10
52,1020,19,9
46,1019,20,8
43,1019,21,8
43,1018,21,8
46,1018,21,9
49,1018,20,9
63,1018,17,10
68,1019,16,10
67,1019,15,9
72,1020,14,9
77,1020,13,9
77,1020,13,9
88,1020,11,9
77,1019,12,8
87,1019,10,8
82,1019,11,8
100,1018,9,9
100,1018,9,9
87,1019,9,7
76,1020,11,7
77,1021,14,10
59,1021,16,8
49,1019,20,9
43,1018,21,8
46,1018,21,9
43,1018,21,8
46,1017,20,8
56,1018,18,9
72,1018,16,11
67,1018,15,9
67,1019,15,9
72,1019,14,9
77,1019,12,8
94,1018,11,10
94,1018,11,10
94,1018,11,10
82,1018,11,8
82,1018,11,8
82,1018,11,8
82,1019,10,7
71,1020,11,6
67,1020,13,7
59,1021,15,7
52,1021,18,8
49,1020,19,8
46,1019,20,8
43,1018,21,8
38,1018,22,7
43,1018,21,8
56,1018,18,9
63,1018,16,9
67,1018,15,9
72,1019,14,9
77,1019,13,9
72,1019,14,9
77,1018,13,9
77,1018,13,9
88,1018,11,9
88,1018,11,9
94,1018,10,9
94,1018,10,9
87,1019,10,8
87,1019,10,8
82,1020,11,8
63,1020,14,7
55,1021,16,7
46,1021,19,7
43,1020,21,8
38,1019,21,6
35,1018,22,6
35,1018,22,6
40,1018,21,7
63,1019,16,9
67,1019,15,9
77,1020,14,10
77,1020,13,9
77,1020,13,9
77,1020,13,9
82,1020,12,9
88,1020,11,9
88,1019,11,9
82,1019,11,8
94,1019,10,9
94,1020,10,9
88,1020,11,9
82,1021,11,8
67,1022,13,7
63,1022,15,8
56,1022,18,9
52,1021,20,10
46,1019,21,9
49,1019,21,10
49,1019,21,10
56,1019,20,11
64,1019,18,11
77,1020,16,12
82,1020,15,12
88,1021,14,12
88,1021,13,11
94,1021,13,12
94,1020,12,11
100,1020,11,11
100,1020,9,9
100,1019,9,9
100,1020,9,9
100,1020,9,9
93,1021,9,8
88,1022,12,10
72,1021,17,12
64,1020,19,12
56,1019,21,12
46,1019,21,9
53,1018,21,11
56,1019,20,11
68,1019,18,12
77,1019,16,12
82,1020,15,12
88,1020,14,12
88,1020,13,11
88,1020,13,11
88,1019,13,11
94,1019,12,11
100,1019,10,10
100,1018,10,10
100,1018,9,9
100,1018,9,9
100,1018,9,9
100,1018,8,8
100,1019,9,9
94,1020,10,9
88,1020,12,10
72,1020,15,10
72,1019,17,12
64,1017,19,12
52,1016,20,10
49,1016,21,10
52,1015,20,10
60,1015,19,11
63,1015,17,10
77,1016,14,10
77,1016,14,10
88,1017,12,10
94,1017,11,10
94,1016,11,10
100,1016,10,10
100,1016,9,9
100,1016,9,9
100,1016,9,9
100,1016,9,9
100,1017,10,10
94,1017,12,11
77,1018,14,10
72,1018,16,11
56,1018,19,10
56,1016,19,10
46,1016,20,8
46,1015,21,9
40,1015,21,7
49,1015,19,8
56,1015,18,9
67,1016,15,9
77,1017,14,10
67,1017,14,8
88,1017,12,10
88,1016,12,10
88,1016,11,9
94,1016,11,10
94,1017,11,10
88,1016,12,10
88,1019,14,12
68,1019,17,11
52,1019,19,9
52,1018,20,10
49,1017,20,9
53,1016,21,11
46,1016,21,9
40,1015,21,7
49,1016,20,9
67,1016,15,9
77,1016,15,11
72,1017,15,10
72,1017,16,11
77,1017,15,11
88,1016,13,11
88,1017,13,11
94,1016,12,11
100,1016,11,11
94,1017,11,10
88,1018,12,10
82,1018,14,11
68,1019,17,11
56,1019,20,11
38,1018,21,6
35,1017,22,6
31,1016,22,4
31,1016,22,4
33,1016,21,4
55,1017,16,7
59,1018,16,8
72,1019,14,9
82,1019,13,10
82,1019,12,9
88,1019,11,9
88,1019,11,9
94,1019,10,9
100,1019,9,9
100,1019,9,9
93,1019,9,8
100,1020,9,9
94,1022,12,11
72,1022,16,11
72,1021,17,12
60,1020,19,11
49,1019,19,8
46,1019,20,8
46,1019,20,8
68,1019,18,12
82,1019,16,13
88,1019,14,12
82,1020,14,11
94,1020,13,12
94,1020,13,12
100,1020,11,11
100,1020,10,10
100,1019,10,10
100,1019,8,8
100,1019,8,8
100,1019,7,7
100,1020,7,7
100,1021,7,7
100,1021,9,9
88,1022,11,9
72,1022,15,10
52,1022,17,7
49,1021,19,8
37,1020,19,4
33,1019,20,3
33,1019,20,3
35,1020,19,3
45,1020,16,4
55,1020,14,5
59,1021,14,6
63,1021,13,6
71,1022,11,6
71,1022,11,6
82,1022,9,6
82,1021,9,6
87,1021,8,6
82,1021,9,6
87,1021,7,5
93,1021,7,6
93,1022,7,6
76,1023,9,5
72,10124,12,7
63,1024,15,8
45,1023,17,5
42,1022,18,5
40,1021,19,5
35,1021,20,4
37,1020,19,4
73,1020,18,13
45,1020,17,5
58,1021,13,5
58,1021,13,5
55,1021,14,5
67,1021,12,6
71,1021,11,6
62,1021,12,5
76,1021,9,5
87,1021,8,6
87,1020,8,6
93,1020,7,6
93,1021,7,6
100,1022,7,7
87,1022,9,7
67,1023,12,6
63,1023,14,7
55,1023,16,7
49,1021,18,7
46,1020,19,7
40,1020,19,5
46,1020,19,7
49,1020,18,7
52,1020,17,7
59,1021,15,7
72,1021,13,8
67,1022,13,7
76,1022,11,7
82,1022,11,8
82,1021,12,9
82,1021,11,8
88,1021,11,9
87,1020,10,8
93,1020,8,7
93,1020,7,6
100,1020,7,7
100,1020,8,8
87,1021,9,7
72,1022,12,7
63,1022,14,7
52,1021,17,7
49,1020,18,7
37,1020,19,4
46,1019,19,7
40,1018,19,5
45,1018,18,6
59,1019,15,7
63,1019,14,7
72,1020,13,8
72,1020,13,8
67,1020,13,7
77,1020,12,8
82,1020,10,7
82,1020,10,7
87,1019,9,7
100,1019,8,8
93,1019,8,7
87,1020,8,6
81,1020,8,5
93,1020,7,6
87,1021,9,7
67,1022,12,6
59,1022,15,7
52,1020,18,8
43,1019,19,6
43,1019,19,6
43,1019,19,6
45,1019,18,6
59,1019,15,7
63,1019,14,7
63,1020,14,7
63,1020,14,7
76,1020,11,7
76,1020,11,7
87,1019,9,7
82,1019,9,6
87,1019,9,7
93,1019,8,7
87,1021,9,7
72,1022,12,7
67,1022,14,8
55,1021,16,7
49,1019,18,7
43,1019,19,6
49,1019,19,8
56,1018,18,9
63,1019,16,9
72,1019,14,9
67,1019,14,8
77,1020,12,8
87,1019,10,8
82,1020,11,8
93,1019,9,8
93,1019,9,8
93,1018,7,6
100,1018,7,7
100,1018,6,6
100,1018,6,6
93,1019,6,5
87,1020,8,6
76,1020,11,7
63,1021,14,7
48,1020,16,5
45,1019,18,6
40,1016,18,4
45,1016,17,5
55,1017,15,6
67,1017,13,7
76,1018,11,7
82,1018,10,7
87,1018,9,7
87,1018,9,7
93,1018,8,7
100,1017,7,7
100,1017,5,5
100,1018,5,5
100,1018,6,6
100,1019,7,7
71,1020,10,5
72,1020,13,8
48,1018,17,6
37,1017,19,4
35,1017,19,3
32,1016,19,2
42,1016,18,5
55,1016,16,7
67,1016,13,7
72,1017,12,7
76,1017,11,7
76,1018,11,7
82,1018,10,7
82,1017,10,7
93,1017,9,8
93,1017,9,8
93,1017,7,6
93,1016,7,6
93,1017,7,6
93,1017,7,6
93,1018,7,6
93,1019,9,8
82,1020,11,8
67,1020,15,9
40,1019,18,4
37,1016,19,4
35,1017,20,4
40,1016,20,6
43,1017,19,6
49,1017,18,7
59,1017,15,7
67,1018,13,7
67,1018,13,7
76,1018,11,7
76,1018,11,7
82,1018,10,7
87,1019,9,7
87,1018,9,7
100,1018,7,7
93,1017,8,7
100,1017,6,6
100,1018,6,6
100,1019,6,6
87,1020,8,6
87,1021,10,8
67,1020,14,8
100,1018,8,8
93,1019,8,7
76,1019,10,6
67,1020,13,7
63,1020,15,8
59,1019,17,9
52,1018,18,8
43,1017,19,6
