1166.57892,10.43272619,6.06583978,-5.219635065,-6.631902706,474.565555
1237.15997,11.1255031,5.952219795,-6.631902706,474.565555,589.8938125
1046.69464,9.3922677,5.084324795,474.565555,589.8938125,298.9804645
1171.7352,10.50318275,6.069694563,589.8938125,298.9804645,525.0283826
1317.921156,11.8285225,6.742414805,298.9804645,525.0283826,672.40083
1164.644725,10.45404137,5.567255987,525.0283826,672.40083,446.69064
1124.29047,10.0828599,5.5017698,672.40083,446.69064,420.4652095
1065.458433,9.544806556,4.848699794,446.69064,420.4652095,303.3349817
1072.41832,9.6214709,5.14818983,420.4652095,303.3349817,329.956512
1209.46708,10.84719915,5.53362474,303.3349817,329.956512,528.480127
1063.36493,9.5160304,4.932259865,329.956512,528.480127,332.4386185
934.810465,8.38331195,3.179744845,528.480127,332.4386185,50.39826799
364.2119056,3.278835407,3.504160956,332.4386185,50.39826799,35.61970823
1195.01894,10.70536225,5.923244845,50.39826799,35.61970823,511.648282
1282.85348,11.4964339,6.624969895,35.61970823,511.648282,642.7514415
1391.19682,12.4675294,6.945137795,511.648282,642.7514415,807.1178315
1441.12798,12.9184635,7.163526032,642.7514415,807.1178315,930.190184
1267.44545,11.3554059,6.376594785,807.1178315,930.190184,611.4552145
1419.07518,12.73230245,7.433069695,930.190184,611.4552145,875.200004
1517.46961,13.61383425,7.75500461,611.4552145,875.200004,1094.01972
1582.18277,14.20078905,8.20273464,875.200004,1094.01972,1215.06897
1749.7465,15.6847175,9.29105955,1094.01972,1215.06897,1692.61305
1754.580844,15.72859261,9.730988222,1215.06897,1692.61305,1721.009933
1755.78197,15.74017285,9.38479928,1692.61305,1721.009933,1720.38625
1757.58977,15.75857555,9.232239075,1721.009933,1720.38625,1721.05291
1752.51649,15.70117395,9.655334325,1720.38625,1721.05291,1720.3137
1748.699478,15.66879211,9.92045475,1721.05291,1720.3137,1717.022522
1752.36921,15.71326855,8.93204956,1720.3137,1717.022522,1713.3813
1752.73935,15.7074447,9.10002429,1717.022522,1713.3813,1711.13471
1762.06801,15.8160814,8.788999465,1713.3813,1711.13471,1708.1508
1757.108522,15.75065872,8.738454772,1711.13471,1708.1508,1718.229628
1760.79368,15.7973048,8.569094485,1708.1508,1718.229628,1718.12004
1755.61335,15.7397989,8.945079475,1718.229628,1718.12004,1717.351495
1748.50605,15.6628446,9.31051445,1718.12004,1717.351495,1721.57225
1756.678356,15.74154967,10.50973256,1717.351495,1721.57225,1719.313283
1752.1449,15.7034035,11.02928438,1721.57225,1719.313283,1728.41781
1752.3844,15.7227871,10.44159919,1719.313283,1728.41781,1724.155785
1746.76141,15.6674491,10.53081425,1728.41781,1724.155785,1720.317875
1748.27799,15.6833038,10.20524945,1724.155785,1720.317875,1721.315305
1752.69264,15.712543,9.62978434,1720.317875,1721.315305,1719.32307
1757.96985,15.7635703,8.734044485,1721.315305,1719.32307,1702.79714
1757.1079,15.7638118,10.0786695,1719.32307,1702.79714,1716.59993
1749.73819,15.6902543,9.33473428,1702.79714,1716.59993,1722.830545
1749.9107,15.6730903,10.18539925,1716.59993,1722.830545,1722.207975
1751.327289,15.72492472,8.766154806,1722.830545,1722.207975,1697.781922
1753.90219,15.70429365,9.76256939,1722.207975,1697.781922,1724.93545
